StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q40,Q41,Q42,Q43,Q44,Q2,Q3,Q4,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q17,Q18,Q19,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q15_8,Q15_9,Q15_10,Q15_11,Q15_12,Q15_13,Q15_14,Q20,Q21,Q22,Q23,Q24,Q25,Q34,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,Q27_6,Q27_7,Q27_8,Q29,Q30,Q31,Q32,Q33
2020-06-24 03:52:52,2020-06-24 04:01:41,IP Address,100,528,True,2020-06-24 04:01:41,R_2rD6RxpegolXEF4,anonymous,UK,Так,Так,Так,Так,Так,Так,Ні,Я учасник/ця команди проекту,5,Так,3,Так,Так,Ні,Так,"Людям, як правило, можна довіряти",Скоріше не довіряю,Повністю довіряю,Скоріше довіряю,Повністю довіряю,Скоріше не довіряю,"Важко відповісти чи довіряю, чи ні",Скоріше довіряю,Зовсім не довіряю,Зовсім не довіряю,Скоріше довіряю,Скоріше не довіряю,Скоріше не довіряю,"Важко відповісти чи довіряю, чи ні",Скоріше довіряю,"Важко відповісти чи довіряю, чи ні",Скоріше довіряю,Скоріше не довіряю,Скоріше довіряю,Так,громадська організація,Так,Так,Я повністю залучений/а до політичній/громадській діяльності міста,Повністю відчуваю свою відповідальність.,4,Повністю погоджуюсь,Скоріше погоджуюсь,Важко відповісти,Скоріше не погоджуюсь,Важко відповісти,Важко відповісти,Важко відповісти,Повністю погоджуюсь,Чоловік,18-25 років,Я проживаю в Києві протягом останніх 5 років,Студент/ка,"Повна середня, загальна (10-11 класів)"
2020-06-24 03:55:58,2020-06-24 04:01:50,IP Address,100,352,True,2020-06-24 04:01:50,R_1r8MUleryhIWb59,anonymous,UK,Так,Так,Так,Так,Так,Так,Ні,Я учасник/ця команди проекту,5,Так,2,Так,Ні,Ні,Ні,З більшістю людей ви повинні бути обережними,Скоріше не довіряю,Скоріше довіряю,Скоріше довіряю,Повністю довіряю,Зовсім не довіряю,Зовсім не довіряю,Зовсім не довіряю,Зовсім не довіряю,Зовсім не довіряю,"Важко відповісти чи довіряю, чи ні",Зовсім не довіряю,Зовсім не довіряю,Зовсім не довіряю,Зовсім не довіряю,Зовсім не довіряю,Зовсім не довіряю,Зовсім не довіряю,Зовсім не довіряю,Ні,"ОСББ,громадська організація",Ні,Так,У мене немає такого досвіду,Зовсім не відчуваю своєї відповідальності,1,Важко відповісти,Скоріше погоджуюсь,Скоріше не погоджуюсь,Важко відповісти,Зовсім не погоджуюсь,Зовсім не погоджуюсь,Важко відповісти,Важко відповісти,Чоловік,36-45 років,Я постійно проживаю в Києві,Приватний підприємець/самозайнята особа,Вища
2020-06-24 03:58:21,2020-06-24 04:03:13,IP Address,100,291,True,2020-06-24 04:03:13,R_3GlaSzPvZFYrUsj,anonymous,UK,Так,Так,Так,Так,Так,Так,Ні,"Я виборець, тільки голосував/ла за проекти",5,Ні,0,Так,Ні,Ні,Так,З більшістю людей ви повинні бути обережними,Скоріше не довіряю,Скоріше довіряю,Повністю довіряю,Повністю довіряю,"Важко відповісти чи довіряю, чи ні",Скоріше не довіряю,"Важко відповісти чи довіряю, чи ні",Зовсім не довіряю,Зовсім не довіряю,Скоріше довіряю,Зовсім не довіряю,Зовсім не довіряю,Зовсім не довіряю,Зовсім не довіряю,Зовсім не довіряю,"Важко відповісти чи довіряю, чи ні",Скоріше не довіряю,Зовсім не довіряю,Важко сказати,"ні, я не є членом жодного з громадських об'єднань",Так,Так,У мене немає такого досвіду,Складно сказати,4,Скоріше погоджуюсь,Скоріше погоджуюсь,Важко відповісти,Скоріше погоджуюсь,Скоріше погоджуюсь,Скоріше погоджуюсь,Скоріше погоджуюсь,Повністю погоджуюсь,Чоловік,18-25 років,Я проживаю в Києві протягом останніх 5 років,Найманий працівник/ця,Вища
2020-06-24 03:55:07,2020-06-24 04:03:16,IP Address,100,488,True,2020-06-24 04:03:16,R_1me1QMrZDcoBoWq,anonymous,UK,Так,Так,Так,Так,Так,Так,Ні,"Я виборець, тільки голосував/ла за проекти",3,Ні,3,Ні,Ні,Ні,Ні,З більшістю людей ви повинні бути обережними,Важко сказати,Важко сказати,Скоріше довіряю,Повністю довіряю,Зовсім не довіряю,Скоріше не довіряю,Скоріше не довіряю,"Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні",Скоріше довіряю,"Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні",Скоріше не довіряю,Скоріше не довіряю,"Важко відповісти чи довіряю, чи ні",Скоріше довіряю,Скоріше довіряю,"Важко відповісти чи довіряю, чи ні",Ні,"ні, я не є членом жодного з громадських об'єднань",Ні,Ні,У мене немає такого досвіду,Скоріше відчуваю,3,Скоріше погоджуюсь,Скоріше не погоджуюсь,Важко відповісти,Важко відповісти,Скоріше не погоджуюсь,Скоріше не погоджуюсь,Скоріше погоджуюсь,Скоріше погоджуюсь,Жінка,18-25 років,Я проживаю в Києві протягом останніх 5 років,Студент/ка,Незакінчена вища (3 курси і більше)
2020-06-24 04:01:11,2020-06-24 04:05:27,IP Address,100,255,True,2020-06-24 04:05:27,R_2BfBfQuZxxATerM,anonymous,UK,Так,Так,Так,Так,Так,Так,Ні,"Я виборець, тільки голосував/ла за проекти",5,Ні,5,Ні,Ні,Ні,Ні,"Людям, як правило, можна довіряти",Скоріше довіряю,Скоріше довіряю,Повністю довіряю,Повністю довіряю,"Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні",Скоріше не довіряю,"Важко відповісти чи довіряю, чи ні",Скоріше довіряю,"Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні",Скоріше довіряю,"Важко відповісти чи довіряю, чи ні",Скоріше довіряю,Скоріше довіряю,"Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні",Ні,"ні, я не є членом жодного з громадських об'єднань",Ні,Ні,У мене немає такого досвіду,Зовсім не відчуваю своєї відповідальності,2,Скоріше погоджуюсь,Зовсім не погоджуюсь,Важко відповісти,Скоріше не погоджуюсь,Зовсім не погоджуюсь,Важко відповісти,Скоріше погоджуюсь,Важко відповісти,Чоловік,18-25 років,Я проживаю в Києві протягом останніх 5 років,Студент/ка,Незакінчена вища (3 курси і більше)
2020-06-24 03:43:18,2020-06-24 04:07:01,IP Address,100,1423,True,2020-06-24 04:07:02,R_2bBEqyUp46g0cmJ,anonymous,UK,Так,Так,Так,Так,Так,Так,Ні,"Я виборець, тільки голосував/ла за проекти",5,Ні,5,Так,Ні,Ні,Ні,"Людям, як правило, можна довіряти",Скоріше довіряю,Скоріше довіряю,Повністю довіряю,Повністю довіряю,Скоріше довіряю,Скоріше не довіряю,Скоріше не довіряю,"Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні",Скоріше не довіряю,Скоріше не довіряю,"Важко відповісти чи довіряю, чи ні",Зовсім не довіряю,"Важко відповісти чи довіряю, чи ні",Скоріше довіряю,Зовсім не довіряю,Зовсім не довіряю,Ні,"ні, я не є членом жодного з громадських об'єднань",Ні,Так,У мене немає такого досвіду,Скоріше не відчуваю,5,Важко відповісти,Скоріше не погоджуюсь,Важко відповісти,Важко відповісти,Зовсім не погоджуюсь,Скоріше погоджуюсь,Скоріше погоджуюсь,Важко відповісти,Жінка,18-25 років,Я постійно проживаю в Києві,Студент/ка,Вища
2020-06-24 03:49:49,2020-06-24 04:07:28,IP Address,100,1058,True,2020-06-24 04:07:29,R_3NPUimCRE4qB6gd,anonymous,UK,Так,Так,Так,Так,Так,Так,Ні,"Я виборець, тільки голосував/ла за проекти",5,Ні,3,Ні,Ні,Ні,Ні,"У більшості випадків ви повинні бути обережні з іншими людьми, людям не можна повністю довіряти",Важко сказати,Важко сказати,Скоріше довіряю,Скоріше довіряю,Скоріше не довіряю,Скоріше не довіряю,Скоріше не довіряю,"Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні",Скоріше не довіряю,Скоріше не довіряю,Скоріше не довіряю,Скоріше не довіряю,Скоріше не довіряю,"Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні",Ні,"ні, я не є членом жодного з громадських об'єднань",Ні,Ні,У мене немає такого досвіду,Скоріше не відчуваю,4,Важко відповісти,Скоріше не погоджуюсь,Важко відповісти,Важко відповісти,Скоріше не погоджуюсь,Скоріше погоджуюсь,Важко відповісти,Скоріше погоджуюсь,Чоловік,18-25 років,Я постійно проживаю в Києві,Приватний підприємець/самозайнята особа,Вища
2020-06-24 04:03:06,2020-06-24 04:09:20,IP Address,100,373,True,2020-06-24 04:09:21,R_2E439XjAbp5GebJ,anonymous,UK,Так,Так,Так,Так,Так,Так,Ні,"Я виборець, тільки голосував/ла за проекти",5,Так,4,Ні,Ні,Ні,Ні,"У більшості випадків ви повинні бути обережні з іншими людьми, людям не можна повністю довіряти",Зовсім не довіряю,Зовсім не довіряю,Скоріше довіряю,Скоріше довіряю,Скоріше не довіряю,Зовсім не довіряю,"Важко відповісти чи довіряю, чи ні",Зовсім не довіряю,Зовсім не довіряю,Скоріше довіряю,Зовсім не довіряю,Зовсім не довіряю,Зовсім не довіряю,Зовсім не довіряю,Зовсім не довіряю,Скоріше довіряю,Зовсім не довіряю,Зовсім не довіряю,Ні,"ні, я не є членом жодного з громадських об'єднань",Так,Так,У мене немає такого досвіду,Складно сказати,3,Скоріше не погоджуюсь,Скоріше не погоджуюсь,Зовсім не погоджуюсь,Важко відповісти,Скоріше не погоджуюсь,Скоріше не погоджуюсь,Важко відповісти,Повністю погоджуюсь,Жінка,18-25 років,Я проживаю в Києві протягом останніх 5 років,Найманий працівник/ця,Вища
2020-06-24 04:08:47,2020-06-24 04:12:44,IP Address,100,237,True,2020-06-24 04:12:44,R_3CHNNdfptaaLfsj,anonymous,UK,Так,Так,Так,Так,Так,Так,Ні,"Я виборець, тільки голосував/ла за проекти",5,Ні,3,Ні,Ні,Ні,Ні,"Людям, як правило, можна довіряти",Скоріше не довіряю,Скоріше не довіряю,Скоріше довіряю,Скоріше довіряю,Зовсім не довіряю,Скоріше не довіряю,Скоріше не довіряю,Зовсім не довіряю,Скоріше не довіряю,Скоріше не довіряю,Скоріше не довіряю,Скоріше не довіряю,Скоріше не довіряю,Скоріше не довіряю,Скоріше довіряю,Скоріше довіряю,Скоріше довіряю,Скоріше довіряю,Ні,"ні, я не є членом жодного з громадських об'єднань",Ні,Складно сказати,У мене немає такого досвіду,Скоріше не відчуваю,3,Скоріше погоджуюсь,Скоріше не погоджуюсь,Важко відповісти,Важко відповісти,Скоріше не погоджуюсь,Скоріше погоджуюсь,Скоріше погоджуюсь,Скоріше погоджуюсь,Жінка,18-25 років,Я проживаю в Києві протягом останніх 5 років,Студент/ка,Вища
2020-06-24 04:17:31,2020-06-24 04:21:06,IP Address,100,214,True,2020-06-24 04:21:07,R_2cbZZIzheQajOkA,anonymous,UK,Так,Так,Так,Так,Так,Так,Так,Я учасник/ця команди проекту,3,Ні,3,Так,Ні,Ні,Ні,"Людям, як правило, можна довіряти",Скоріше довіряю,Скоріше довіряю,Повністю довіряю,Повністю довіряю,"Важко відповісти чи довіряю, чи ні",Скоріше довіряю,Скоріше не довіряю,Скоріше довіряю,Скоріше не довіряю,Скоріше довіряю,Повністю довіряю,Повністю довіряю,Скоріше довіряю,Скоріше не довіряю,Скоріше довіряю,Повністю довіряю,"Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні",Так,"громадська організація,політична партія",Так,Так,Маю малий досвід,Повністю відчуваю свою відповідальність.,5,Скоріше погоджуюсь,Повністю погоджуюсь,Скоріше погоджуюсь,Скоріше погоджуюсь,Скоріше погоджуюсь,Повністю погоджуюсь,Скоріше погоджуюсь,Повністю погоджуюсь,Чоловік,18-25 років,Я постійно проживаю в Києві,Студент/ка,"Повна середня, загальна (10-11 класів)"
2020-06-24 03:44:50,2020-06-24 04:23:47,IP Address,100,2337,True,2020-06-24 04:23:47,R_3DoNmPVRuW031RR,anonymous,UK,Так,Так,Так,Так,Так,Так,Ні,"Я виборець, тільки голосував/ла за проекти",4,Ні,4,Ні,Ні,Ні,Ні,Людям майже завжди можна довіряти,Скоріше довіряю,Важко сказати,Скоріше довіряю,Повністю довіряю,Скоріше довіряю,"Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні",Скоріше не довіряю,Скоріше не довіряю,Скоріше довіряю,Зовсім не довіряю,Зовсім не довіряю,Скоріше не довіряю,Скоріше не довіряю,Скоріше довіряю,Скоріше довіряю,"Важко відповісти чи довіряю, чи ні",Зовсім не довіряю,Важко сказати,"ні, я не є членом жодного з громадських об'єднань",Складно сказати,Так,У мене немає такого досвіду,Складно сказати,2,Скоріше не погоджуюсь,Скоріше погоджуюсь,Зовсім не погоджуюсь,Скоріше не погоджуюсь,Зовсім не погоджуюсь,Важко відповісти,Скоріше не погоджуюсь,Важко відповісти,Жінка,18-25 років,Я постійно проживаю в Києві,Студент/ка,Незакінчена вища (3 курси і більше)
2020-06-24 04:26:21,2020-06-24 04:33:26,IP Address,100,425,True,2020-06-24 04:33:27,R_CfwIFo8RuJhMaT7,anonymous,UK,Так,Так,Так,Так,Так,Так,Ні,"Я виборець, тільки голосував/ла за проекти",5,Ні,5,Так,Ні,Ні,Ні,З більшістю людей ви повинні бути обережними,Скоріше довіряю,Зовсім не довіряю,Скоріше довіряю,Повністю довіряю,"Важко відповісти чи довіряю, чи ні",Скоріше не довіряю,Скоріше довіряю,"Важко відповісти чи довіряю, чи ні",Зовсім не довіряю,"Важко відповісти чи довіряю, чи ні",Скоріше не довіряю,Скоріше довіряю,"Важко відповісти чи довіряю, чи ні",Скоріше не довіряю,"Важко відповісти чи довіряю, чи ні",Скоріше довіряю,"Важко відповісти чи довіряю, чи ні",Скоріше довіряю,Важко сказати,"творча спілка,ні, я не є членом жодного з громадських об'єднань",Ні,Ні,У мене немає такого досвіду,Складно сказати,3,Важко відповісти,Скоріше погоджуюсь,Скоріше не погоджуюсь,Зовсім не погоджуюсь,Повністю погоджуюсь,Скоріше не погоджуюсь,Зовсім не погоджуюсь,Повністю погоджуюсь,Чоловік,18-25 років,Я проживаю в Києві протягом останніх 5 років,Приватний підприємець/самозайнята особа,Вища
2020-06-24 04:34:12,2020-06-24 04:35:24,IP Address,100,71,True,2020-06-24 04:35:24,R_bHhWFwKiYjCElP3,anonymous,UK,Так,Так,Так,Так,Так,Ні,Ні,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-24 04:39:26,2020-06-24 04:44:15,IP Address,100,288,True,2020-06-24 04:44:15,R_1jTdjgADTvWhzl8,anonymous,UK,Так,Так,Так,Так,Так,Так,Ні,"Я виборець, тільки голосував/ла за проекти",5,Ні,4,Так,Ні,Ні,Ні,"У більшості випадків ви повинні бути обережні з іншими людьми, людям не можна повністю довіряти",Скоріше не довіряю,Скоріше не довіряю,Скоріше довіряю,Скоріше довіряю,Скоріше не довіряю,Скоріше не довіряю,Скоріше не довіряю,Зовсім не довіряю,Зовсім не довіряю,Зовсім не довіряю,Зовсім не довіряю,Зовсім не довіряю,Зовсім не довіряю,Зовсім не довіряю,Зовсім не довіряю,Скоріше не довіряю,Зовсім не довіряю,Зовсім не довіряю,Так,"ОСББ,релігійне об'єднання, община",Так,Так,У мене немає такого досвіду,Скоріше не відчуваю,3,Скоріше не погоджуюсь,Скоріше не погоджуюсь,Важко відповісти,Скоріше не погоджуюсь,Зовсім не погоджуюсь,Скоріше не погоджуюсь,Зовсім не погоджуюсь,Скоріше погоджуюсь,Жінка,18-25 років,Я проживаю в Києві протягом останніх 5 років,Студент/ка,Незакінчена вища (3 курси і більше)
2020-06-24 04:44:03,2020-06-24 04:44:32,IP Address,100,28,True,2020-06-24 04:44:32,R_Tu5pgkwoBBBHgLT,anonymous,UK,Так,Так,Так,Так,Так,Ні,Ні,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-24 04:37:42,2020-06-24 04:48:04,IP Address,100,622,True,2020-06-24 04:48:05,R_Xz8fF6LPPQOIPcZ,anonymous,UK,Так,Так,Так,Так,Так,Так,Ні,"Я виборець, тільки голосував/ла за проекти",5,Так,0,Так,Ні,Ні,Ні,"Людям, як правило, можна довіряти",Скоріше довіряю,Скоріше довіряю,Скоріше довіряю,Повністю довіряю,Зовсім не довіряю,Зовсім не довіряю,Зовсім не довіряю,"Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні",Зовсім не довіряю,Зовсім не довіряю,Зовсім не довіряю,Зовсім не довіряю,Зовсім не довіряю,"Важко відповісти чи довіряю, чи ні",Скоріше не довіряю,Зовсім не довіряю,Так,інше,Так,Так,Складно сказати/не знаю,Складно сказати,3,Скоріше погоджуюсь,Скоріше погоджуюсь,Скоріше не погоджуюсь,Важко відповісти,Скоріше не погоджуюсь,Скоріше погоджуюсь,Скоріше не погоджуюсь,Скоріше погоджуюсь,Жінка,26-35 років,Я проживаю в Києві протягом останніх 5 років,Найманий працівник/ця,Вища
2020-06-24 04:28:20,2020-06-24 04:52:28,IP Address,100,1447,True,2020-06-24 04:52:28,R_3hgsQ4xPZbuXBbG,anonymous,UK,Так,Так,Так,Так,Так,Так,Ні,"Я виборець, тільки голосував/ла за проекти",5,Ні,4,Ні,Ні,Ні,Ні,"У більшості випадків ви повинні бути обережні з іншими людьми, людям не можна повністю довіряти",Повністю довіряю,Скоріше довіряю,Скоріше довіряю,Скоріше не довіряю,"Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні",Скоріше довіряю,Скоріше довіряю,Скоріше не довіряю,Зовсім не довіряю,Зовсім не довіряю,Скоріше не довіряю,Зовсім не довіряю,Скоріше довіряю,"Важко відповісти чи довіряю, чи ні",Зовсім не довіряю,Зовсім не довіряю,Важко сказати,"ні, я не є членом жодного з громадських об'єднань",Складно сказати,Так,У мене немає такого досвіду,Зовсім не відчуваю своєї відповідальності,2,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Жінка,18-25 років,Інший варіант,Студент/ка,Незакінчена вища (3 курси і більше)
2020-06-24 04:59:40,2020-06-24 05:06:27,IP Address,100,406,True,2020-06-24 05:06:28,R_3Dko4Y9SZ1PfgMV,anonymous,UK,Так,Так,Так,Так,Так,Так,Ні,"Я виборець, тільки голосував/ла за проекти",5,Ні,4,Так,Ні,Ні,Ні,"У більшості випадків ви повинні бути обережні з іншими людьми, людям не можна повністю довіряти",Скоріше довіряю,Скоріше довіряю,Скоріше довіряю,Скоріше довіряю,Скоріше не довіряю,Скоріше не довіряю,Скоріше не довіряю,Скоріше не довіряю,Зовсім не довіряю,Скоріше не довіряю,Зовсім не довіряю,Скоріше не довіряю,Зовсім не довіряю,Зовсім не довіряю,Скоріше не довіряю,Скоріше не довіряю,Скоріше не довіряю,"Важко відповісти чи довіряю, чи ні",Ні,"наукове, освітнє об'єднання",Так,Так,У мене немає такого досвіду,Скоріше не відчуваю,4,Важко відповісти,Зовсім не погоджуюсь,Важко відповісти,Скоріше не погоджуюсь,Зовсім не погоджуюсь,Скоріше не погоджуюсь,Скоріше не погоджуюсь,Повністю погоджуюсь,Жінка,18-25 років,Я проживаю в Києві протягом останніх 5 років,Студент/ка,Вища
2020-06-24 06:38:36,2020-06-24 06:42:47,IP Address,100,250,True,2020-06-24 06:42:47,R_74KmcFvPqQmJMtP,anonymous,UK,Так,Так,Так,Так,Так,Так,Ні,"Я виборець, тільки голосував/ла за проекти",5,Так,2,Так,Ні,Ні,Так,"У більшості випадків ви повинні бути обережні з іншими людьми, людям не можна повністю довіряти",Скоріше не довіряю,Важко сказати,Скоріше довіряю,Повністю довіряю,Скоріше довіряю,Скоріше не довіряю,Скоріше довіряю,"Важко відповісти чи довіряю, чи ні",Скоріше не довіряю,Скоріше довіряю,Скоріше не довіряю,Скоріше не довіряю,Скоріше не довіряю,Скоріше не довіряю,Скоріше не довіряю,Скоріше довіряю,"Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні",Ні,"ні, я не є членом жодного з громадських об'єднань",Ні,Так,У мене немає такого досвіду,Скоріше не відчуваю,3,Скоріше погоджуюсь,Скоріше не погоджуюсь,Важко відповісти,Важко відповісти,Скоріше не погоджуюсь,Зовсім не погоджуюсь,Важко відповісти,Важко відповісти,Чоловік,36-45 років,Я постійно проживаю в Києві,Найманий працівник/ця,Вища
2020-06-24 06:38:46,2020-06-24 06:45:17,IP Address,100,390,True,2020-06-24 06:45:17,R_1pVCYvZBQAx2mwH,anonymous,UK,Так,Так,Так,Так,Так,Так,Ні,"Я виборець, тільки голосував/ла за проекти",5,Так,4,Ні,Ні,Так,Ні,"Людям, як правило, можна довіряти",Скоріше не довіряю,Скоріше довіряю,Повністю довіряю,Повністю довіряю,Скоріше довіряю,Скоріше не довіряю,Скоріше не довіряю,Зовсім не довіряю,Зовсім не довіряю,Зовсім не довіряю,Зовсім не довіряю,Зовсім не довіряю,"Важко відповісти чи довіряю, чи ні",Скоріше не довіряю,Скоріше довіряю,Скоріше довіряю,Зовсім не довіряю,Зовсім не довіряю,Ні,"ні, я не є членом жодного з громадських об'єднань",Ні,Ні,У мене немає такого досвіду,Повністю відчуваю свою відповідальність.,5,Важко відповісти,Скоріше погоджуюсь,Скоріше не погоджуюсь,Скоріше погоджуюсь,Зовсім не погоджуюсь,Скоріше погоджуюсь,Повністю погоджуюсь,Повністю погоджуюсь,Жінка,18-25 років,Я проживаю в Києві протягом останніх 5 років,Студент/ка,Незакінчена вища (3 курси і більше)
2020-06-24 06:54:20,2020-06-24 06:54:38,IP Address,100,17,True,2020-06-24 06:54:38,R_2sasZFWnud3lbLw,anonymous,UK,Так,Так,Так,Так,Ні,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-24 06:54:43,2020-06-24 06:54:57,IP Address,100,14,True,2020-06-24 06:54:58,R_suRgqd6r3Sqw4SJ,anonymous,UK,Так,Так,Так,Так,Так,Ні,Ні,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-24 07:07:14,2020-06-24 07:07:57,IP Address,100,42,True,2020-06-24 07:07:59,R_2dVZkIgRdRwVRie,anonymous,UK,Так,Так,Так,Так,Ні,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-24 06:54:32,2020-06-24 07:12:00,IP Address,100,1048,True,2020-06-24 07:12:00,R_3rHAJBHY0HhpVrL,anonymous,UK,Так,Так,Так,Так,Так,Так,Так,Я лідер/ка проекту,5,Так,1,Так,Так,Так,Так,"Людям, як правило, можна довіряти",Скоріше довіряю,Скоріше довіряю,Скоріше довіряю,Повністю довіряю,Зовсім не довіряю,"Важко відповісти чи довіряю, чи ні",Зовсім не довіряю,Скоріше довіряю,Скоріше довіряю,Скоріше довіряю,Скоріше довіряю,Скоріше не довіряю,Скоріше не довіряю,Скоріше довіряю,Скоріше довіряю,Скоріше довіряю,Скоріше не довіряю,Зовсім не довіряю,Так,"ОСББ,громадська організація,політична партія,релігійне об'єднання, община,творча спілка,інше",Так,Складно сказати,У мене є значний досвід,Скоріше відчуваю,5,Повністю погоджуюсь,Повністю погоджуюсь,Скоріше погоджуюсь,Скоріше погоджуюсь,Скоріше погоджуюсь,Скоріше погоджуюсь,Важко відповісти,Повністю погоджуюсь,Чоловік,36-45 років,Я постійно проживаю в Києві,Найманий працівник/ця,Вища
2020-06-24 07:36:07,2020-06-24 07:41:07,IP Address,100,300,True,2020-06-24 07:41:07,R_1Le2EMaFSkrBgcQ,anonymous,UK,Так,Так,Так,Так,Так,Так,Ні,"Я виборець, тільки голосував/ла за проекти",5,Так,0,Так,Ні,Ні,Ні,"Людям, як правило, можна довіряти",Скоріше довіряю,Скоріше довіряю,Скоріше довіряю,Зовсім не довіряю,Повністю довіряю,Скоріше довіряю,Скоріше довіряю,"Важко відповісти чи довіряю, чи ні",Скоріше не довіряю,"Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні",Скоріше не довіряю,"Важко відповісти чи довіряю, чи ні",Скоріше довіряю,Скоріше не довіряю,Зовсім не довіряю,Так,"ні, я не є членом жодного з громадських об'єднань",Так,Так,У мене немає такого досвіду,Складно сказати,4,Важко відповісти,Скоріше не погоджуюсь,Важко відповісти,Важко відповісти,Зовсім не погоджуюсь,Зовсім не погоджуюсь,Важко відповісти,Повністю погоджуюсь,Жінка,18-25 років,Я проживаю в Києві протягом останніх 5 років,Найманий працівник/ця,Незакінчена вища (3 курси і більше)
2020-06-24 08:27:46,2020-06-24 08:31:31,IP Address,100,224,True,2020-06-24 08:31:31,R_2bV7CpFR7I05RYC,anonymous,UK,Так,Так,Так,Так,Так,Так,Ні,"Я виборець, тільки голосував/ла за проекти",5,Ні,5,Так,Ні,Ні,Так,"Людям, як правило, можна довіряти",Скоріше не довіряю,Скоріше не довіряю,Скоріше довіряю,Повністю довіряю,Скоріше не довіряю,Скоріше не довіряю,Скоріше не довіряю,Зовсім не довіряю,Зовсім не довіряю,"Важко відповісти чи довіряю, чи ні",Скоріше не довіряю,Скоріше не довіряю,Скоріше не довіряю,Скоріше не довіряю,"Важко відповісти чи довіряю, чи ні",Скоріше довіряю,Скоріше не довіряю,Скоріше не довіряю,Так,громадська організація,Так,Так,У мене є значний досвід,Скоріше відчуваю,3,Важко відповісти,Важко відповісти,Скоріше не погоджуюсь,Важко відповісти,Скоріше погоджуюсь,Скоріше погоджуюсь,Скоріше погоджуюсь,Повністю погоджуюсь,Жінка,18-25 років,Я постійно проживаю в Києві,Найманий працівник/ця,Вища
2020-06-24 09:01:11,2020-06-24 09:06:53,IP Address,100,342,True,2020-06-24 09:06:53,R_2wiEaw8UDcVFq5K,anonymous,UK,Так,Так,Так,Так,Так,Так,Ні,"Я виборець, тільки голосував/ла за проекти",5,Так,3,Так,Ні,Ні,Ні,"У більшості випадків ви повинні бути обережні з іншими людьми, людям не можна повністю довіряти",Скоріше довіряю,Скоріше не довіряю,Скоріше довіряю,Скоріше довіряю,"Важко відповісти чи довіряю, чи ні",Скоріше не довіряю,Скоріше не довіряю,"Важко відповісти чи довіряю, чи ні",Зовсім не довіряю,Скоріше довіряю,Скоріше не довіряю,Скоріше не довіряю,Скоріше довіряю,"Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні",Скоріше довіряю,Скоріше не довіряю,Скоріше не довіряю,Ні,"ні, я не є членом жодного з громадських об'єднань",Ні,Так,У мене немає такого досвіду,Скоріше не відчуваю,3,Скоріше не погоджуюсь,Скоріше не погоджуюсь,Скоріше погоджуюсь,Важко відповісти,Скоріше не погоджуюсь,Важко відповісти,Зовсім не погоджуюсь,Повністю погоджуюсь,Чоловік,18-25 років,Я постійно проживаю в Києві,Найманий працівник/ця,Незакінчена вища (3 курси і більше)
